PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,Date
52.0,62.0,25.0,68.0,1700.0,6.0,-3.3,1013.5,-12.8,0.0,NE,0.8,Changping,2013-03-03 07:00:00
58.0,75.0,51.0,71.0,1864.999999999999,12.0,-0.3,1013.2,-12.425,0.0,NNW,0.5,Changping,2013-03-03 08:00:00
72.55,85.19999999999999,61.24999999999996,72.0,2000.0,15.0,2.9549999999999996,1012.98,-12.6,0.0,SSE,0.8,Changping,2013-03-03 09:00:00
77.39999999999998,94.69999999999996,68.55,84.0,2109.9999999999995,17.0,3.219999999999999,1012.635,-12.2,0.0,SE,1.5099999999999993,Changping,2013-03-03 10:00:00
82.64999999999999,103.74999999999999,73.94999999999997,85.64999999999999,1899.0,20.0,5.1049999999999915,1011.895,-11.870000000000001,0.0,ESE,1.4,Changping,2013-03-03 11:00:00
96.09999999999994,121.94999999999992,78.0,88.1,1800.0,24.0,7.874999999999993,1010.85,-13.7,0.0,SE,1.7099999999999995,Changping,2013-03-03 12:00:00
108.19999999999999,142.14999999999998,64.0,80.0,1500.0,30.0,10.759999999999991,1009.6850000000001,-13.8,0.0,NW,1.9649999999999992,Changping,2013-03-03 13:00:00
100.0,149.64999999999998,36.0,53.0,1000.0,40.19999999999999,14.06999999999999,1008.22,-14.1,0.0,NW,3.8599999999999905,Changping,2013-03-03 14:00:00
68.0,128.0,24.45,50.45,700.0,47.49999999999997,16.15,1007.17,-14.9,0.0,NW,2.3,Changping,2013-03-03 15:00:00
32.0,90.0,18.5,33.50000000000001,535.0,66.29999999999993,16.1,1006.9,-14.4,0.0,ENE,0.7,Changping,2013-03-03 16:00:00
30.0,71.0,27.0,21.0,400.0,76.0,13.9,1007.6,-14.1,0.0,SSE,0.6,Changping,2013-03-03 17:00:00
25.05,33.45,17.0,22.0,400.0,72.0,12.4,1009.0,-14.4,0.0,E,0.8,Changping,2013-03-03 18:00:00
19.35,43.0,12.9,35.0,600.0,59.0,8.9,1010.0,-13.5,0.0,NW,0.9,Changping,2013-03-03 19:00:00
24.0,56.0,27.0,46.0,800.0,45.0,7.7,1010.1,-12.2,0.0,ENE,0.5,Changping,2013-03-03 20:00:00
29.0,55.0,27.0,42.0,700.0,47.0,6.9,1010.6,-12.3,0.0,N,0.7,Changping,2013-03-03 21:00:00
23.0,46.0,25.0,69.0,1300.0,19.0,6.8,1011.2,-11.9,0.0,NE,1.5,Changping,2013-03-03 22:00:00
30.0,78.0,14.0,24.0,700.0,52.0,8.6,1012.1,-11.49,0.0,NE,2.0,Changping,2013-03-03 23:00:00
25.0,42.45,30.0,22.0,400.0,57.0,9.2,1013.2,-12.6,0.0,ENE,2.4,Changping,2013-03-04 00:00:00
16.9,39.8,24.0,17.8,400.0,72.0,7.3,1014.2,-12.5,0.0,NE,2.1,Changping,2013-03-04 01:00:00
16.0,35.25,29.0,14.9,345.0,74.0,6.1,1014.4,-13.5,0.0,NW,1.4,Changping,2013-03-04 02:00:00
11.600000000000001,31.9,10.9,13.45,400.0,76.0,6.6,1014.2,-14.620000000000001,0.0,N,4.0,Changping,2013-03-04 03:00:00
7.45,24.950000000000003,6.700000000000001,11.350000000000001,300.0,79.1,4.8,1014.6,-12.2,0.0,NW,2.6,Changping,2013-03-04 04:00:00
6.45,16.700000000000003,31.0,46.0,600.0,38.0,5.4,1015.4,-12.1,0.0,NW,4.7,Changping,2013-03-04 05:00:00
10.0,24.0,43.0,43.0,500.0,39.0,4.2,1015.785,-12.3,0.0,N,3.0,Changping,2013-03-04 06:00:00
12.0,28.0,38.0,38.0,700.0,42.0,6.3,1015.785,-12.3,0.0,N,0.8,Changping,2013-03-04 07:00:00
12.0,32.0,29.0,34.0,700.0,48.0,8.9,1016.485,-12.9,0.0,ENE,1.6,Changping,2013-03-04 08:00:00
16.0,29.0,21.0,19.0,500.0,65.0,10.2,1017.13,-13.8,0.0,NW,3.8,Changping,2013-03-04 09:00:00
14.0,23.0,16.0,12.0,400.0,76.0,11.4,1017.1,-14.4,0.0,NNW,4.2,Changping,2013-03-04 10:00:00
7.0,16.0,7.0,11.0,400.0,80.0,12.7,1016.6,-14.855,0.0,NNW,4.4,Changping,2013-03-04 11:00:00
8.0,22.0,6.0,10.0,400.0,81.1,14.6,1015.4,-14.6,0.0,NNW,3.5,Changping,2013-03-04 12:00:00
14.0,16.0,7.0,9.45,400.0,83.64999999999999,15.1,1014.2,-15.01,0.0,NNW,3.4,Changping,2013-03-04 13:00:00
11.0,13.45,14.0,11.0,400.0,87.19999999999999,16.1,1013.1,-15.155,0.0,NW,3.0,Changping,2013-03-04 14:00:00
21.0,24.0,11.0,10.0,400.0,90.1,16.1,1012.5,-16.134999999999998,0.0,NW,2.3,Changping,2013-03-04 15:00:00
10.0,17.0,10.0,12.0,400.0,91.55,14.8,1012.0,-14.4,0.0,SSW,3.3,Changping,2013-03-04 16:00:00
13.0,15.0,8.0,21.0,400.0,86.0,12.9,1012.4,-14.0,0.0,SSW,2.6,Changping,2013-03-04 17:00:00
17.0,29.0,14.0,40.0,500.0,81.0,11.3,1012.7,-13.7,0.0,SSW,1.2,Changping,2013-03-04 18:00:00
32.0,54.0,38.55,58.49999999999997,700.0,57.0,8.7,1013.2,-12.5,0.0,ENE,0.545,Changping,2013-03-04 19:00:00
38.04999999999997,71.0,41.19999999999999,66.29999999999998,964.9999999999991,30.85,5.9,1013.4,-11.790000000000001,0.0,ENE,0.5,Changping,2013-03-04 20:00:00
38.04999999999997,84.59999999999997,41.0,79.44999999999995,1209.9999999999995,21.700000000000003,4.9,1013.4,-11.7,0.0,ESE,0.8,Changping,2013-03-04 21:00:00
54.54999999999994,89.54999999999994,25.0,57.0,1100.0,34.0,4.47,1013.2,-11.645,0.0,E,0.6,Changping,2013-03-04 22:00:00
54.0,75.0,21.0,43.0,1200.0,93.64999999999999,4.2,1012.6,-11.545,0.0,ESE,0.8,Changping,2013-03-04 23:00:00
57.0,69.0,20.0,37.0,900.0,95.0,4.09,1012.1,-11.445,0.0,ENE,0.445,Changping,2013-03-05 00:00:00
48.0,57.0,38.0,66.0,1409.9999999999995,95.0,3.34,1011.7,-11.290000000000001,0.0,NNE,0.6,Changping,2013-03-05 01:00:00
64.55,99.0,32.0,54.0,1399.0,95.0,2.25,1011.4,-11.09,0.0,N,0.6,Changping,2013-03-05 02:00:00
60.0,75.0,20.0,36.0,1100.0,95.0,1.2500000000000002,1011.29,-10.835,0.0,N,0.29000000000000004,Changping,2013-03-05 03:00:00
46.0,54.0,40.0,75.0,1554.9999999999998,95.0,0.47000000000000014,1011.18,-10.535,0.0,N,0.8,Changping,2013-03-05 04:00:00
68.84999999999998,106.69999999999996,33.0,61.0,1600.0,95.0,0.03500000000000006,1010.9449999999999,-10.235000000000001,0.0,NNE,0.2,Changping,2013-03-05 05:00:00
56.0,78.0,31.0,53.0,1100.0,95.0,-0.26499999999999996,1010.79,-9.825000000000001,0.0,NE,0.8,Changping,2013-03-05 06:00:00
51.0,66.0,34.0,69.0,1819.9999999999989,95.0,1.2,1010.645,-9.49,0.0,NE,0.09000000000000004,Changping,2013-03-05 07:00:00
68.0,105.0,40.0,66.0,1600.0,95.0,6.0,1010.49,-10.7,0.0,SW,0.8,Changping,2013-03-05 08:00:00
68.0,92.0,54.54999999999994,75.0,1899.0,95.0,7.8,1010.235,-10.6,0.0,SW,1.0,Changping,2013-03-05 09:00:00
74.19999999999999,115.19999999999999,65.1,89.64999999999999,2000.0,95.0,9.3,1009.77,-9.4,0.0,ESE,1.4,Changping,2013-03-05 10:00:00
82.04999999999997,120.29999999999998,66.0,80.0,1500.0,95.0,11.0,1009.0600000000001,-9.4,0.0,SW,1.9,Changping,2013-03-05 11:00:00
97.99999999999994,131.79999999999995,52.0,65.0,1399.0,55.0,12.1,1008.205,-9.345,0.0,ENE,0.4,Changping,2013-03-05 12:00:00
108.1,133.0,56.0,55.0,1300.0,95.0,13.2,1007.085,-9.135000000000002,0.0,SSW,0.9,Changping,2013-03-05 13:00:00
113.94999999999997,127.0,57.0,60.0,1300.0,95.0,14.1,1005.73,-8.780000000000001,0.0,SE,1.7,Changping,2013-03-05 14:00:00
121.29999999999998,129.0,62.0,76.0,1500.0,92.0,13.5,1004.66,-8.49,0.0,SE,0.8,Changping,2013-03-05 15:00:00
125.1,146.69999999999996,59.0,81.0,1500.0,86.0,13.3,1004.1899999999999,-8.235000000000001,0.0,ESE,1.1,Changping,2013-03-05 16:00:00
138.64999999999992,155.75,70.39999999999998,91.55,1600.0,81.0,12.4,1004.5,-8.2,0.0,ESE,1.0,Changping,2013-03-05 17:00:00
150.1,159.1,64.0,98.59999999999997,1700.0,81.0,8.9,1005.0,-8.045,0.0,NE,0.8,Changping,2013-03-05 18:00:00
154.84999999999997,164.39999999999998,69.0,105.1,1899.0,81.0,7.7,1005.4,-7.890000000000001,0.0,NNE,0.2,Changping,2013-03-05 19:00:00
159.64999999999998,170.2,68.0,115.34999999999995,2164.449999999999,81.0,6.3,1005.9,-7.69,0.0,NNE,0.7,Changping,2013-03-05 20:00:00
167.59999999999997,180.24999999999994,55.0,94.0,2100.0,81.0,5.6,1006.0,-7.4350000000000005,0.0,NNE,0.2,Changping,2013-03-05 21:00:00
177.39999999999998,183.0,52.0,78.0,1899.0,81.0,4.9,1005.8,-7.3,0.0,N,1.7,Changping,2013-03-05 22:00:00
141.0,160.0,50.0,74.0,1899.0,81.0,3.7,1005.7,-7.135000000000001,0.0,NE,0.4,Changping,2013-03-05 23:00:00
152.0,154.0,65.0,115.0,2299.0,81.0,3.9,1005.4,-6.945,0.0,N,1.8099999999999994,Changping,2013-03-06 00:00:00
180.0,191.39999999999998,52.0,72.0,2000.0,81.0,3.9,1005.3,-6.790000000000001,0.0,NE,0.8,Changping,2013-03-06 01:00:00
146.0,153.0,53.56859324385278,100.0,2353.9999999999995,81.0,3.5,1004.8,-6.590000000000001,0.0,N,0.7,Changping,2013-03-06 02:00:00
170.0,179.0,55.0,74.0,2426.560237290884,81.0,3.7,1004.7,-6.445,0.0,N,1.3,Changping,2013-03-06 03:00:00
149.0,155.0,59.0,87.24973513307626,2477.099285056178,81.0,2.4,1004.7,-6.345000000000001,0.0,N,1.0,Changping,2013-03-06 04:00:00
181.55,198.84999999999997,76.74999999999999,101.0,2500.0,81.0,2.1,1004.9,-6.245,0.0,N,0.9,Changping,2013-03-06 05:00:00
182.0,187.0,80.1,94.0,2399.0,81.0,3.1,1005.1,-5.980000000000001,0.0,N,0.2,Changping,2013-03-06 06:00:00
184.75,190.0,81.55,93.0,2609.9999999999995,81.0,4.7,1006.2,-5.69,0.0,ESE,0.6,Changping,2013-03-06 07:00:00
189.2,200.0,84.19999999999999,85.0,2299.0,81.0,5.5,1006.2,-5.215000000000002,0.0,SW,0.5,Changping,2013-03-06 08:00:00
192.1,200.0,81.0,86.0,2700.0,81.0,7.2,1006.1,-5.5,0.0,W,0.5,Changping,2013-03-06 09:00:00
194.1,206.39999999999998,86.0,114.0,2754.45,81.0,8.8,1005.8,-5.5,0.0,NNW,0.7,Changping,2013-03-06 10:00:00
197.75,214.95,98.64999999999993,124.64999999999999,3239.549999999998,81.0,10.6,1004.6,-5.0,0.0,N,0.9,Changping,2013-03-06 11:00:00
221.44999999999987,252.54999999999984,116.69999999999996,126.55,3654.9999999999995,81.0,12.4,1003.99,-4.790000000000001,0.0,NW,0.8,Changping,2013-03-06 12:00:00
256.5999999999999,299.2499999999999,118.0,131.39999999999998,3399.0,81.0,13.4,1003.625,-4.480000000000001,0.0,SE,1.2,Changping,2013-03-06 13:00:00
263.0,284.0,121.0,138.84999999999997,3600.0,81.0,13.555,1002.905,-4.19,0.0,S,1.9549999999999996,Changping,2013-03-06 14:00:00
276.5,319.95,118.0,147.49999999999997,3299.0,81.0,13.6,1002.17,-4.1,0.0,ESE,2.1099999999999994,Changping,2013-03-06 15:00:00
287.59999999999997,336.6499999999999,112.0,155.29999999999998,3100.0,72.75,13.3,1002.2,-3.99,0.0,ESE,1.6,Changping,2013-03-06 16:00:00
297.95,342.0,107.0,141.0,2700.0,62.7,12.0,1002.7,-3.845,0.0,SE,1.3,Changping,2013-03-06 17:00:00
280.0,300.0,110.0,135.0,2600.0,62.7,10.6,1003.7,-3.9,0.0,SSW,1.2,Changping,2013-03-06 18:00:00
265.0,281.0,104.0,137.0,2700.0,48.45,7.1,1004.5,-3.745,0.0,NNW,1.4,Changping,2013-03-06 19:00:00
268.0,285.0,107.0,136.0,3299.0,37.9,6.2,1004.9,-3.5900000000000007,0.0,SE,0.7,Changping,2013-03-06 20:00:00
272.0,281.0,130.14999999999998,156.0,3754.45,37.0,5.5,1004.5,-3.6,0.0,ENE,0.6,Changping,2013-03-06 21:00:00
307.5,349.75,118.0,148.0,4348.999999999997,37.0,4.7,1004.3,-3.6,0.0,E,0.7,Changping,2013-03-06 22:00:00
319.69999999999993,356.4,113.0,140.0,4500.0,35.9,4.5,1004.1,-3.5,0.0,S,0.9,Changping,2013-03-06 23:00:00
282.0,287.0,98.0,131.0,3899.0,32.25,5.3,1004.2,-3.3900000000000006,0.0,ENE,0.7,Changping,2013-03-07 00:00:00
206.0,249.0,77.0,117.0,3399.0,30.0,6.2,1004.2,-3.3,0.0,E,1.4,Changping,2013-03-07 01:00:00
227.0,228.0,80.0,111.0,3000.0,25.6,3.0,1003.8,-3.8,0.0,SW,0.5,Changping,2013-03-07 02:00:00
208.0,211.0,72.0,105.0,2899.0,22.0,2.235,1003.6,-4.3,0.0,SW,1.0,Changping,2013-03-07 03:00:00
198.0,200.0,73.0,110.0,3700.0,22.0,1.715,1003.5,-5.0,0.0,WNW,1.8,Changping,2013-03-07 04:00:00
201.0,215.0,67.0,108.0,4700.0,22.0,1.345,1003.7,-5.3,0.0,NNE,1.5,Changping,2013-03-07 05:00:00
202.0,234.0,72.0,102.0,4400.0,22.0,1.135,1003.6,-5.4,0.0,NNE,1.0,Changping,2013-03-07 06:00:00
175.0,206.0,65.0,95.0,4400.0,22.0,4.9,1003.6,-4.4,0.0,N,0.3350000000000001,Changping,2013-03-07 07:00:00
158.45,180.0,114.0,96.0,4963.999999999999,22.0,7.0,1003.4,-3.6,0.0,SSW,1.4,Changping,2013-03-07 08:00:00
145.7,200.0,92.0,114.0,4599.0,22.0,8.9,1003.2,-3.7,0.0,SSE,1.0,Changping,2013-03-07 09:00:00
169.0,240.0,137.1,150.0,4200.0,22.0,12.5,1002.1,-5.5,0.0,SE,1.1,Changping,2013-03-07 10:00:00
225.0,309.0,100.0,111.0,2344.0,22.0,13.6,1001.8449999999999,-4.9,0.0,SE,0.8,Changping,2013-03-07 11:00:00
174.0,186.15,65.9,85.45,2299.0,41.0,14.369999999999996,1000.9749999999999,-4.3,0.0,ESE,1.5,Changping,2013-03-07 12:00:00
141.35,181.35,61.15,72.35000000000001,1749.5500000000002,65.0,15.714999999999996,999.255,-4.1,0.0,SSW,1.4,Changping,2013-03-07 13:00:00
108.65,129.40000000000003,55.25,98.0,1600.0,65.0,16.465,997.465,-3.5,0.0,ESE,1.2,Changping,2013-03-07 14:00:00
137.0,133.0,73.0,159.1,2500.0,65.0,16.71,996.0400000000001,-3.4,0.0,ENE,1.0,Changping,2013-03-07 15:00:00
207.0,230.0,81.0,169.34999999999997,2899.0,65.0,16.6,995.0600000000001,-3.5,0.0,ENE,0.8,Changping,2013-03-07 16:00:00
258.0,285.0,80.0,163.0,2799.0,65.0,14.5,994.37,-3.3,0.0,NE,0.7,Changping,2013-03-07 17:00:00
264.0,298.0,77.0,141.0,2500.0,65.0,12.5,994.5,-3.4,0.0,N,0.5,Changping,2013-03-07 18:00:00
241.0,247.0,105.0,181.95,3200.0,22.0,11.8,994.7,-3.245,0.0,ENE,0.8,Changping,2013-03-07 19:00:00
256.0,286.0,98.0,188.75,3399.0,65.0,9.8,994.6,-3.2,0.0,NNW,0.6,Changping,2013-03-07 20:00:00
262.0,282.0,96.0,171.0,3000.0,65.0,7.9,995.1,-3.0900000000000007,0.0,NNE,1.2,Changping,2013-03-07 21:00:00
238.0,241.0,82.0,166.0,3799.0,65.0,8.1,995.1,-3.4,0.0,ENE,0.9,Changping,2013-03-07 22:00:00
249.0,261.0,70.0,145.0,3500.0,65.0,6.8,995.0,-3.2,0.0,NE,1.3,Changping,2013-03-07 23:00:00
224.0,238.0,60.0,132.0,3200.0,65.0,5.9,995.3,-3.0,0.0,NE,0.2800000000000001,Changping,2013-03-08 00:00:00
216.0,227.0,68.0,140.0,5208.999999999999,65.0,4.4,995.6,-3.2,0.0,E,0.8,Changping,2013-03-08 01:00:00
263.0,292.0,71.0,141.0,5409.549999999999,65.0,4.0,995.2,-3.5,0.0,ENE,0.6,Changping,2013-03-08 02:00:00
290.0,328.0,68.0,131.0,5000.0,65.0,4.5,994.7,-3.1,0.0,SE,1.4,Changping,2013-03-08 03:00:00
257.0,273.0,63.0,125.0,4700.0,65.0,16.7,994.9,-5.455,0.0,NW,1.6649999999999991,Changping,2013-03-08 04:00:00
233.0,235.0,57.0,105.0,3299.0,65.0,15.4,995.6,-5.665,0.0,SE,0.7,Changping,2013-03-08 05:00:00
193.0,211.0,49.15,57.050000000000004,1190.0,65.0,12.7,996.2,-5.4,0.0,ESE,1.7,Changping,2013-03-08 06:00:00
76.95,135.0,44.9,85.0,1500.0,65.0,14.9,996.7,-5.5,0.0,NE,1.3,Changping,2013-03-08 07:00:00
79.0,159.0,46.0,84.0,1700.0,65.0,11.2,997.8,-4.1,0.0,ESE,1.7,Changping,2013-03-08 08:00:00
85.0,182.0,66.0,87.0,2399.0,65.0,14.5,997.9,-2.9450000000000003,0.0,SSW,1.7,Changping,2013-03-08 09:00:00
180.0,257.0,59.4048,94.0274,2298.9410769009673,65.0,17.075,997.3,-3.5,0.0,SE,1.4,Changping,2013-03-08 10:00:00
207.0,264.0,63.0,96.0,2200.0,65.0,17.3,996.7,-3.6,0.0,ESE,1.9199999999999988,Changping,2013-03-08 11:00:00
179.0,222.0,43.45,76.0,1700.0,65.0,18.399999999999995,995.8,-3.9,0.0,ESE,2.319999999999999,Changping,2013-03-08 12:00:00
153.0,202.0,39.7,75.0,1500.0,66.1,20.014999999999997,994.7,-4.3,0.0,SE,2.7749999999999986,Changping,2013-03-08 13:00:00
159.0,244.0,40.0,88.0,1600.0,72.49999999999997,17.6,995.0,-2.845,0.0,ESE,3.8249999999999957,Changping,2013-03-08 14:00:00
278.29999999999995,319.44999999999993,80.0,141.0,4500.0,81.94999999999997,14.8,996.1,-1.1500000000000083,0.0,S,2.5,Changping,2013-03-08 15:00:00
289.0,388.49999999999966,83.0,86.0,2899.0,97.54999999999994,13.1,996.5,-0.2,0.0,ESE,4.0,Changping,2013-03-08 16:00:00
173.0,252.0,73.0,65.0,1899.0,107.0,11.7,996.5,-0.5,0.0,SE,3.4,Changping,2013-03-08 17:00:00
141.0,213.0,69.0,65.0,1500.0,107.0,10.4,997.4,-1.0,0.0,SE,2.7,Changping,2013-03-08 18:00:00
112.0,182.0,58.0,63.35,1444.45,107.0,9.4,997.3,-0.8,0.0,ESE,2.7,Changping,2013-03-08 19:00:00
113.0,158.0,63.0,67.0,1344.55,107.0,8.6,997.1,-1.5,0.0,ESE,2.8,Changping,2013-03-08 20:00:00
117.0,147.0,62.0,69.0,1190.0,107.0,7.6,996.9,-2.4,0.0,ESE,1.8,Changping,2013-03-08 21:00:00
99.0,136.35,50.0,60.35,1300.0,107.0,6.8,996.0,-3.2,0.0,ESE,1.3,Changping,2013-03-08 22:00:00
